User-ID,ISBN,Book-Rating,Book-Title
1211,2290314110,6,"La MÃ?Â©tamorphose suivi de \Dans la colonie pÃ?Â©nitentiaire\"""""
1211,2290307831,9,La Parfaite lumiÃ?Â¨re
1211,2070426815,7,L'oeil de la sibylle
1211,2253001295,6,Electre
1211,2290331406,8,Dr. Bloodmoney
1211,2723407411,9,"Balade au bout du monde, tome 1 : La prison"
1214,380600129,8,The Indian in the Cupboard
1214,451522389,8,The Time Machine and the Invisible Man
1219,82176828,6,What You Wish for
1219,425169324,7,Sworn to Defend
1223,316693324,3,When the Wind Blows
1234,8420725927,9,Lazarillo De Tormes (Biblioteca Didactica Anaya)
1235,345378490,9,Congo
1235,140089586,9,The Second Rumpole Omnibus (Crime Monthly)
1242,1559277785,7,Full House
1248,205280854,9,Including Students with Special Needs: A Practical Guide for Classroom Teachers
1248,803281730,10,The Rocky Mountain Wonderland
1248,679412271,9,Where the Suckers Moon: An Advertising Story
1248,553110721,10,"House Harkonnen (Dune: House Trilogy, Book 2)"
1248,449912558,10,The Sparrow
1248,440455332,10,Me and My Little Brain
1248,1860462995,10,The Swan: A Novel
1248,393029190,10,And the Sea Will Tell
1248,679452281,9,Asylum
1248,553580272,10,"House Atreides (Dune: House Trilogy, Book 1)"
1248,345396529,10,First King of Shannara
1248,385425686,6,Fishboy: A Ghost's Story
1248,1558534245,10,Sailing on the Ice: And Other Stories from the Old Squire's Farm
1248,785324712,10,All New Great American Favorite Brand Name Cookbook
1248,345367898,10,Witching Hour (Lives of the Mayfair Witches)
1248,312205872,10,Slightly  Chipped: Footnotes in Booklore
1248,312169655,10,Popcorn
1248,934257345,9,Glad Rags
1248,811807150,9,Swimmer in the Secret Sea: Novella
1248,805051732,9,"The Word \Desire\"""""
1248,1560980087,10,Bertha Lum (American Printmakers)
1248,670867144,10,"The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life"
1249,440226430,5,Summer Sisters
1249,684835983,8,Before I Say Good-Bye : A Novel
1249,671004565,8,We'll Meet Again
1250,385721358,8,Look at Me
1252,31231616,8,I Capture the Castle
1254,971453217,7,On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .)
1254,89480829,10,What to Expect When You're Expecting (Revised Edition)
1254,894805770,10,What to Expect the First Year
1258,553232053,4,Tea with the Black Dragon
1259,62502174,7,The Alchemist: A Fable About Following Your Dream
1261,345401123,7,Your Blues Ain't Like Mine
1261,345438329,6,Big Stone Gap: A Novel (Ballantine Reader's Circle)
1261,688177751,8,Miss Julia Speaks Her Mind : A Novel
1261,316776963,8,Me Talk Pretty One Day
1261,452282152,7,Girl with a Pearl Earring
1262,1593160127,10,Nina: Adolescence
1262,1593160151,10,"Use What You've Got, and Other Business Lessons I Learned from My Mom"
1263,451209435,9,Fear of Flying
1264,375707972,8,The Reader
1266,618126988,10,The Silmarillion
1267,60094850,5,The Torn Skirt
1279,31219126,10,"Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism)"
1279,872860175,5,Howl and Other Poems (Pocket Poets)
1281,345446860,7,Back When We Were Grownups : A Novel (Ballantine Reader's Circle)
1293,446310492,10,To Kill a Mockingbird
1294,37348285,8,Birds Bees And Babies 1994
1294,399145087,7,Black Notice
1294,812590244,8,Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback))
1296,963641328,10,Totally Useless Office Skills: 75 Great Ways to Play at Work
1297,679731148,7,A Year in Provence
1297,1574551108,10,Catechism of the Catholic Church
1297,60192119,8,As Nature Made Him: The Boy Who Was Raised As a Girl
1297,836218256,7,Something Under the Bed Is Drooling
1309,316969680,7,The Beach House
1309,425178765,10,Easy Prey
1309,55357227,10,"The Web (Alex Delaware Series, No. 10)"
1314,8807015293,1,Bar sport duemila (I narratori/Feltrinelli)
1324,689109865,5,The BOOK OF BEBB
1330,3518368540,10,Homo Faber
1331,786248688,9,The Book of Illusions (Thorndike Americana)
1331,141180633,9,Vineland
1331,773762078,5,Maiden of the Mist: A Legend of Niagara Falls
1343,552996009,9,Notes From a Small Planet
1343,590660543,10,Northern Lights (His Dark Materials S.)
1344,786014210,8,Darkness
1348,61008028,7,Fighter: The True Story of the Battle of Britain
1348,1888740051,8,"Climbing Mt. Shasta: Route 1, Avalanche Gulch"
1355,1931646384,9,Never Act Your Age: Play the Happy Childlike Role Well at Every Age
1359,399501487,7,Lord of the Flies
1360,157566559,7,The Biograph Girl
1361,3423125551,10,Sofies Welt
1368,375411992,5,Blackwood Farm (The Vampire Chronicles)
1368,60514949,7,Dead Ringer
1368,66210151,7,The Book of Shadows: A Novel
1368,425188361,7,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel"
1369,60287802,7,Judge Judy Sheindlin's Win or Lose by How You Choose
1372,3442730066,9,Vishnus Tod.
1372,3423620196,10,Theos Reise. Roman Ã?Â¼ber die Religionen der Welt.
1375,743203313,5,The Blackwater Lightship: A Novel
1376,425172554,7,Primary Target
1376,425177173,9,Atlantis Found
1376,42517736,7,Abduction
1376,345417623,8,Timeline
1377,440224764,8,The Partner
1389,553572997,9,The Alienist
1395,193072229,10,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change
1395,193072229,10,MoveOn's 50 Ways to Love Your Country: How to Find Your Political Voice and Become a Catalyst for Change
1396,380727501,10,Notes from a Small Island
1399,312423799,9,Dry : A Memoir
1399,316089745,10,The Wooden Nickel: A Novel
1399,37542217,9,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency
1403,345440773,8,The Redemption of Althalus
1409,440208912,8,Harvest
1409,61093106,8,"Red, White and Blue : A Novel"
1409,373218192,8,Engaging The Enemy
1409,42517736,9,Abduction
1409,515120006,6,Holding the Dream (Dream Trilogy)
1409,515127396,5,The Cat Who Saw Stars (Cat Who... (Paperback))
1410,684868911,9,The Carousel : A Novel
1412,345416260,9,Pope Joan (Ballantine Reader's Circle)
1412,345433084,6,The Syndrome : A Thriller
1412,89587198,7,Great Bike Rides in and Around Winston-Salem
1412,156027321,9,Life of Pi
1412,385494785,9,Into Thin Air : A Personal Account of the Mt. Everest Disaster
1412,385512104,9,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13)
1412,451180208,7,Material Witness
1412,385486804,9,Into the Wild
1417,525237704,7,World According to Garp: A Novel
1424,1585673625,7,"To the Edge of the Sky: A Story of Love, Betrayal, Suffering, and the Strength of Human Courage"
1424,676974562,7,Atonement
1424,61056871,6,Independence Day
1424,330391763,6,Swan River
1424,330483013,6,The fisher child
1424,1841955469,7,Stargazing: Memoirs of a Young Lighthouse Keeper
1424,1585672939,5,"The Maharajah's Box: An Exotic Tale of Espionage, Intrigue, and Illicit Love in the Days of the Raj"
1424,61030015,5,The Rhythm Section
1424,33390785,9,Ice Station - Cassette Audio
1424,345439481,7,The High Flyer: A Novel (Ballantine Reader's Circle)
1424,345450515,7,Billie's Kiss (Ballantine Reader's Circle)
1424,39914255,7,Eat Right for Your Type
1424,60730552,9,Touching the Void: The True Story of One Man's Miraculous Survival
1424,61097314,5,The Bean Trees
1424,60000805,7,The Treasure of Montsegur : A Novel of the Cathars
1424,31215125,7,The Far Pavilions
1424,618446877,8,Dark Star Safari : Overland from Cairo to Capetown
1424,375725296,7,Eclipse
1424,380603764,6,An Indecent Obsession
1424,671776134,8,Plain Truth
1424,385319452,7,A Cup of Light
1424,385336403,6,Cloud of Sparrows
1424,39914255,7,Eat Right for Your Type
1424,60512822,7,The Poisonwood Bible
1424,1592247865,8,The Moonstone
1424,140185844,9,The Tree of Man (Penguin Twentieth Century Classics)
1424,99771519,8,Memoirs of a Geisha Uk
1424,746020120,8,Storms and Hurricanes (Understanding Geography Series)
1424,747265097,6,Startling Moon
1424,743418735,7,Perfect Match: A Novel
1424,743234413,8,Cloudstreet : A Novel
1424,804106304,6,The Joy Luck Club
1424,743228480,8,Dirt Music : A Novel
1424,702231088,7,Sally Marshall Is Not an Alien (Uqp Storybridge Series)
1424,151002290,6,East of the Mountains
1424,151004137,7,The Seven Storey Mountain: Fiftieth-Anniversary Edition
1424,1876825251,7,Golden girl: An autobiography
1424,1860491235,8,Oyster
1424,156001314,8,The Name of the Rose: including Postscript to the Name of the Rose
1424,33036197,6,People of Heaven
1424,156006332,7,Finbar's Hotel: A Novel
1424,61015725,8,Prey
1424,312420366,8,The Debt to Pleasure: A Novel
1424,316291161,8,The French Lieutenant's Woman (French Lieutenant's Woman)
1424,767902521,8,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail)
1424,75350507,6,To the Pole: Five Women in Search of an Adventure
1424,385720106,7,A Map of the World
1424,142001430,7,Year of Wonders
1424,316353299,8,Blue Highways : A Journey into America
1424,330291610,6,Biggles: the Untold Story
1424,743431014,7,Songs of the Humpback Whale : A Novel in Five Voices
1424,330357808,6,Marilyn's almost terminal New York adventure
1424,140255087,10,The Snow Leopard (Penguin Nature Classics)
1424,224018256,7,Unreliable Memoirs
1424,606006133,8,Ethan Frome
1424,881104086,7,Agent Arthur's Arctic Adventure (Usborne Puzzle Adventures)
1424,142003581,6,The Stone Carvers
1424,671646575,8,Heat and Dust
1424,44652719,7,The Lightstone (The Ea Cycle Series Book 1)
1424,553295071,6,Sliver: A Novel
1424,595157939,7,The Mystery of the Poison Arrow Tree
1424,451526988,7,Immigrant Voices: Twenty-Four Narratives on Becoming an American (Signet Classics (Paperback))
1424,1400060648,7,"The Bone Woman : A Forensic Anthropologist's Search for Truth in the Mass Graves of Rwanda,Bosnia, Croatia, and Kosovo"
1424,531301427,8,Looking for Alibrandi
1424,590988301,7,Pet-Rified!
1424,451527569,7,The House of Mirth (Signet Classics (Paperback))
1424,60930535,7,The Poisonwood Bible: A Novel
1424,812541979,6,Tea from an Empty Cup
1427,62502182,10,The Alchemist: A Fable About Following Your Dream
1433,743418174,3,Good in Bed
1434,60175400,10,The Poisonwood Bible
1435,913367176,10,Stories for the Faithful Heart
1435,80410753,10,The Kitchen God's Wife
1435,80410753,10,The Kitchen God's Wife
1435,875964125,5,"Fat to Firm at Any Age: How You Can Have a Slimmer, Well-Toned Body at Age 30, 40, and Beyond"
1435,684848783,5,Tis : A Memoir
1435,68484267,8,Angela's Ashes: A Memoir
1435,68484267,8,Angela's Ashes: A Memoir
1435,684863324,9,GARDENS IN THE DUNES: A Novel
1435,345387651,5,The Cider House Rules
1435,155874262,10,Chicken Soup for the Soul (Chicken Soup for the Soul)
1435,446611239,10,The Cabinet of Curiosities
1435,1573221775,4,My Dream of You
1435,1569021074,5,Blankets of Sand: Poems of War and Exile
1435,812590236,4,Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback))
1435,570060265,8,Three Men Who Walked in Fire: Daniel 3 (Arch Books: Set 4)
1435,877732906,6,A SOCIABLE GOD
1435,618127453,9,Sparks of Genius: The Thirteen Thinking Tools of the World's Most Creative People
1435,929587227,7,Selected Short Stories of Sinclair Lewis (Rep)
1435,517149257,10,The Ultimate Hitchhiker's Guide
1435,887482570,7,Scattering the Ashes (Carnegie Mellon Poetry (Paperback))
1435,684855631,9,The Empty Chair
1435,1558007725,6,Even Cowgirls Get the Blues
1435,1893910245,3,Patient Heal Thyself: A Remarkable Health Program Combining Ancient Wisdom With Groundbreaking Clinical Research
1435,486408760,10,Selected Poems (Dover Thrift Editions)
1435,802713815,5,"Sun, Moon, &amp; Earth"
1435,679751343,8,Angels &amp; Insects : Two Novellas
1435,451183665,7,A Case of Need
1435,345410998,10,Street Boys
1435,971880107,5,Wild Animus
1435,345378490,5,Congo
1435,399133143,5,The Tommyknockers
1435,374517886,8,The Collected Stories of Isaac Bashevis Singer
1435,394742591,7,The Habit of Being
1435,60915544,10,The Bean Trees
1435,446672211,8,Where the Heart Is (Oprah's Book Club (Paperback))
1435,933121245,7,Book of African Names
1435,844239461,5,Zen: A Way of Life (Teach Yourself Books)
1435,850315336,6,Nothingmas Day
1435,671017586,7,I Think Im Outta Here : A Memoir
1435,671024248,4,Hearts In Atlantis
1435,380728249,10,Almost Adam
1435,385325126,9,I Love You So Much
1435,451208765,4,Sleep No More
1435,1932270329,6,Johnny Cash: An American Legend
1435,517573822,10,Jimmy Stewart and His Poems
1435,60977477,5,The Perfect Storm : A True Story of Men Against the Sea
1435,375505547,7,"I Love You, Ronnie"
1435,385490615,6,Notes on the Kitchen Table
1436,44022165,6,The Rainmaker
1436,451201558,9,Cold Case
1436,44022165,6,The Rainmaker
1436,891074759,7,"Arthur (The Pendragon Cycle, Book 3)"
1439,61032077,8,To Cut a Long Story Short
1442,2253004243,10,Une Vie
1448,679459626,6,Flesh and Blood
1455,812566629,8,Darwinia
1461,816614024,10,A Thousand Plateaus: Capitalism and Schizophrenia
1466,3518390473,4,Der Wettermacher.
1466,3596113350,8,Die Mambo Kings spielen Songs der Liebe. Roman.
1467,553583085,7,Kissed by Shadows (Get Connected Romances)
1467,1892051001,5,"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)"
1467,1555217532,7,The Complete Hot &amp; Spicy Cookbook
1467,782125557,7,Mastering Linux Premium Edition
1467,671001701,7,Legend
1473,1587991039,10,Technomanifestos: Visions from the Information Revolutionaries
1475,1587214768,8,The Wicked Priest: An Allegory in Two Acts
1484,1857931467,5,Dorien's Diary: My Intimate Confessions
1485,380717085,8,Fg on Our Immigrant Ance
1485,440512158,10,"CHILD IS BORN, A"
1485,140004424,9,Brighton Rock
1485,767904281,6,The Gift of Motherhood : 10 Truths for Every Mother
1485,380706725,8,Fg Cooks American
1486,971880107,5,Wild Animus
1489,385492081,8,Into Thin Air : A Personal Account of the Mt. Everest Disaster
1491,451524829,7,The Phantom of the Opera (Signet Classics (Paperback))
1499,1931412677,6,Feel Good Naked
1499,877287384,9,The Japanese Cult of Tranquillity
1499,465090974,5,The Way We Never Were: American Families and the Nostalgia Trap
1500,670848549,7,Secret History
1504,345370775,8,Jurassic Park
1511,345391802,9,The Hitchhiker's Guide to the Galaxy
1511,425130215,7,Hocus Pocus
1513,671510053,8,SHIPPING NEWS
1515,671027344,9,The Perks of Being a Wallflower
1517,8420444782,4,Un Milagro Informal
1517,8489618844,6,Sangre a Borbotones (Coleccion Nueva Biblioteca)
1519,671028375,8,Fatal Voyage
1530,44023722,8,A Painted House
1530,44023722,8,A Painted House
1535,67976402,10,Snow Falling on Cedars
1535,6017935,7,Hill Towns
1535,67976402,10,Snow Falling on Cedars
1539,1558532161,10,Life's Little Instruction Book; Volume II
1548,765342294,8,Ender's Game (Ender Wiggins Saga (Paperback))
1548,34540288,5,The Lost World
1548,34540288,5,The Lost World
1548,452282152,8,Girl with a Pearl Earring
1548,553234609,9,Dragonsong
1548,345425707,8,A Cup of Tea (Ballantine Reader's Circle)
1548,37541181,7,A Venetian Affair
1548,374177023,7,Instances of the Number 3
1548,553258540,9,Dragonsinger (Harper Hall Trilogy)
1548,553131893,8,Dragondrums
1548,451821971,7,Leaving Home
1548,60394447,1,Tommy's Tale: A Novel
1548,6093395,6,As the Romans Do: An American Family's Italian Odyssey
1548,312243022,8,The Hours : A Novel
1548,425167313,8,Here on Earth
1548,345434692,7,The Skies of Pern
1548,37541181,7,A Venetian Affair
1550,802713661,9,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture
1554,679884394,10,D. W.'S Color Book
1554,440237688,9,The Giver (Readers Circle)
1556,1566091446,5,Photoshop 3 for Macintosh (Visual Quickstart Guide)
1558,374281602,9,Reversible Errors: A Novel
1558,609610597,10,"The Shelters of Stone (Earth's Children Series, No 5)"
1558,6105660,10,"Washington's Dirigible (Timeline Wars/John Barnes, No 2)"
1558,671698419,10,BORDERS OF INFINITY
1558,425167720,7,An Instance of the Fingerpost
1558,446519960,10,Absolute Power
1559,60173289,10,Divine Secrets of the Ya-Ya Sisterhood : A Novel
1570,156787334,10,A Room of One's Own
1582,1569314195,10,Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales)
1582,809463121,5,Mystic Places (Mysteries of the Unknown)
1583,60908548,5,Inanna
1585,451178033,6,When the Bough Breaks
1585,316919896,7,A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest
1585,28606353,5,Frommer's 96 Frugal Traveler's Guides: Europe from $50 a Day (Serial)
1585,553299506,7,Private Eyes (Alex Delaware Novels (Paperback))
1585,446611611,6,City of Bones
1585,553282476,7,CAT'S EYE
1585,553343874,6,Emmanuel's Book: A Manual for Living Comfortably in the Cosmos
1585,881845906,5,The Mammoth Book of Ghost Stories
1585,446355224,4,Midnight Blue
1585,345413903,7,The Murder Book
1585,446604658,6,Lucky You
1585,316182540,7,White Oleander : A Novel
1585,449212602,8,The Handmaid's Tale
1585,684867621,4,The Girl Who Loved Tom Gordon : A Novel
1585,61030953,4,Wild Thorn
1585,451147375,5,Blood Test
1586,590634275,7,Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper))
1589,61031569,5,Absolute Zero
1591,3257228007,10,Das Parfum: Die Geschichte Eines Morders
1596,60002492,5,Amazonia
1596,385511612,6,Bleachers
1596,679426159,6,Standing in the Rainbow : A Novel
1597,316569321,7,White Oleander : A Novel
1597,679732241,4,The Sound and the Fury (Vintage International)
1597,67169071,7,EVERYTHING SHE EVER WANTED
1597,671020315,5,Raven (Orphans)
1608,515095826,8,The Cat Who Knew Shakespeare
1608,515090174,8,The Cat Who Could Read Backwards
1608,449212602,10,The Handmaid's Tale
1608,515111279,8,The Cat Who Wasn't There
1608,449214982,5,Trust Me
1615,3492232981,10,Afrikanisches Fieber. Erfahrungen aus vierzig Jahren.
1616,553580876,9,Sympathy for the Devil
1617,553268449,8,JITTERBUG PERFUME
1617,385475713,7,Alias Grace
1619,553578693,7,The Next Accident
1619,440225701,9,The Street Lawyer
1619,553280341,7,B Is for Burglar (Kinsey Millhone Mysteries (Paperback))
1633,425045250,7,Exiles Trilogy From Earth
1639,689825234,9,HABIBI
1641,553375407,7,Ishmael: An Adventure of the Mind and Spirit
1650,804106304,10,The Joy Luck Club
1652,1931561281,5,The Australia Stories: A Novel
1652,679744479,7,Written on the Body
1652,151006903,7,Baudolino
1652,385504209,7,The Da Vinci Code
1653,8401466350,7,Cinco dÃ­as en ParÃ­s
1654,1562477676,8,Molly Takes Flight (American Girls Short Stories)
1660,89480829,7,What to Expect When You're Expecting (Revised Edition)
1660,312983654,6,The Wire in the Blood (A Dr. Tony Hill &amp; Carol Jordan Mystery)
1660,789414708,6,Pregnancy and Birth: Your Questions Answered
1660,553561618,6,Dark Paradise
1660,553582747,5,From the Corner of His Eye
1660,345454073,3,The Homing
1660,553582933,7,Winter Moon
1660,671034022,6,Mercy
1664,6440630,8,The Midwife's Apprentice (Trophy Newbery)
1674,385497288,10,The Unknown Errors of Our Lives: Stories
1674,345382544,9,Simple Passion
1674,312868308,5,Flesh and Gold
1674,445202718,1,Gloriana
1674,60187271,10,The Last Report on the Miracles at Little No Horse
1674,60975547,9,Love Medicine
1674,345416880,7,Enchantment
1674,393312801,10,The Acid House
1674,38548951,10,Sister of My Heart
1674,312314256,10,Year's Best Fantasy and Horror: Sixteenth Edition
1674,345384466,7,The Witching Hour (Lives of the Mayfair Witches)
1674,385483503,10,Arranged Marriage: Stories
1674,375725784,10,A Heartbreaking Work of Staggering Genius
1674,451162463,8,Dear Theo: The Autobiography of Vincent Van Gogh
1674,590486101,10,Black Beauty (Apple Classics)
1674,679725164,6,No Exit and Three Other Plays (Vintage International)
1674,131554255,7,Calliope's Sisters: A Comparative Study of Philosophies of Art
1674,316136778,10,Love and Longing in Bombay : Stories
1674,553380958,10,Snow Crash (Bantam Spectra Book)
1674,449912558,5,The Sparrow
1674,812505166,10,Wuthering Heights
1674,679775471,8,Ka: Stories of the Mind and Gods of India
1674,618129030,8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)"
1674,312874006,1,Angel of Darkness (Key Books)
1683,786005998,7,Dare to Dream
1684,385254520,8,Keeper n' Me
1688,515131091,6,Out of This World
1688,515122491,5,The Maze
1688,812530314,6,The Grey Beginning
1688,552138223,9,The Cat Who Came in from the Cold
1688,51512902,5,After Dark
1696,8484502112,8,Siddharta
1696,8420401153,8,El Pelo De Van Hoff
1696,8401427177,8,"Vieja Sirena, La"
1706,345392825,5,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle)
1706,451524934,10,1984
1706,60182792,9,Anam Cara : A Book of Celtic Wisdom
1706,393038440,4,God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan
1706,446606723,7,Wild Seed
1706,679721819,8,Mama Day (Vintage Contemporaries)
1706,737020121,8,"Cooking for Yourself (Williams-Sonoma Lifestyles , Vol 12, No 20)"
1718,743418174,8,Good in Bed
1719,375412972,7,Yeats Is Dead! A Mystery by 15 Irish Writers
1719,679745645,7,"Other Voices, Other Rooms (Vintage International)"
1719,1569470901,5,Rebuilding Coventry: A Tale of Two Cities
1719,671027123,3,All Through the Night (Holiday Classics)
1721,449225151,9,A Place Called Freedom
1723,590449737,5,Body Battles
1725,844062719,10,Maestro Cantor
1725,844507119,10,Fahrenheit 451 - T.D. -
1725,8466307982,7,La joven de la perla
1725,765342405,9,Ender's Shadow
1730,767905180,8,Jemima J: A Novel About Ugly Ducklings and Swans
1733,312983824,5,Faking It
1733,60536705,7,Who Will Take This Man?
1733,553574078,8,Affair
1733,425181111,7,Strangers
1733,59035342,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
1733,373708351,10,"Doctor'S Daughter  (Men Of Glory) (Harlequin Superromance, 835)"
1733,971880107,1,Wild Animus
1733,59035342,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback))
1733,373706200,8,"Safekeeping (Women Who Dare) (Harlequin Superromance, No 620)"
1733,743412621,8,The Second Time Around : A Novel
1733,449210197,1,Crows
1733,373301537,6,Painted Sunsets (Western Lovers Ranch Rogues)
1733,67179793,5,Princess Annie
1733,373218400,9,Table For Two
1733,373706901,10,"Baby Contract (9 Months Later) (Harlequin Superromance, No 690)"
1733,373224818,8,"Married In Haste (Intrigue , No 481)"
1733,373196636,4,The Knight's Kiss
1733,380775840,9,Amber Beach (Donovan)
1733,38076735,7,Lady Legend
1733,553562746,7,Fanta C
1733,55329945,8,The Beloved Scoundrel
1733,373708300,5,"Wrong Bride  (By The Year 2000:  Revenge) (Harlequin Superromance, 830)"
1733,1551669404,6,Just Over The Mountain
1733,689856644,10,Sanctuary  (Angel)
1733,1551666200,9,Sarah'S Child - Hardcover
1733,821740121,10,Golden Threads (Lucky in Love No. 14)
1733,553285947,7,Surrender
1733,553267159,5,The Dark Druid
1733,1551665794,7,Twelve Across
1733,155166450,8,Impetuous
1733,821768107,9,Anne's Wish (Ballad Romances)
1733,373226934,8,Undercover Wife  (The Specialists)
1733,373226950,10,McQueen's Heat
1733,553584898,9,Almost a Princess
1733,373240228,10,"Fall Of Shane Mackade (The Mackade Brothers) (Silhouette Special Edition, No 1022)"
1733,743431367,10,Uplift : Secrets from the Sisterhood of Breast Cancer Survivors
1733,37325928,7,"Walk On The Wild Side (Harlequin Temptation, No 828)"
1733,373259840,7,"What's Your Pleasure?  (Heat) (Harlequin Temptation, No. 884)"
1733,671521446,7,Carried Away
1733,440168724,9,A Perfect Stranger
1733,446364762,5,The Stars Shine Down
1733,373271867,7,"That Kind Of Girl (Silhouette Intimate Moments, No. 1116)"
1733,373273193,8,Racing Against Time : Cavanaugh Justice (Intimate Moments)
1733,380777304,8,Dazzled
1733,373195036,9,Eligible Bachelor (Silhouette Romance)
1733,671007696,9,Lightning Strikes (Hudson)
1733,61042005,9,Suddenly
1733,37330174,8,"Wellspring (Western Lovers, 26)"
1733,345447840,10,The Surgeon
1733,743467191,9,Wildest Hearts
1733,373700474,10,Dark Side of Love (Superromance)
1733,373703023,5,It'S All In The Game (Harlequin Superromance No. 302)
1733,61095869,8,Her Own Rules
1733,373706545,5,"Done Driftin' (The Dunleavy Legacy) (Harlequin Superromance, No 654)"
1733,373242328,6,"The Perfect Neighbor (The Macgregors) (The Macgregors : Special Edition Series, No 1232)"
1733,373301529,6,"Mustang Man (Western Lovers, 4)"
1733,553107232,7,Tough Cookie
1733,446527130,7,Envy
1733,1551664348,7,Montana
1733,312968256,6,Lady's Man
1733,50552435,10,Whispers on the Wind (Futuristic Romance)
1733,373871945,6,Mountain Laurel (Love Inspired (Numbered))
1733,446603082,8,Sweet Anger
1733,828003882,5,Song of Eve
1733,505524333,10,"Marry Me, Maddie (Time of Your Life)"
1733,373764146,7,"Tycoon'S Temptation (Silhouette Desire, No. 1414)"
1733,61083275,9,Second Chances
1733,316089699,5,Sea Glass: A Novel
1733,505522969,5,Faithless Angel (Love Spell)
1733,451207963,10,The Deepest Edge
1733,451205650,5,The Fortune Hunter (Signet Regency Romance)
1733,373121857,8,"Bride On Demand (Harlequin Presents, No 2185)"
1733,37383232,9,Sweet Promise
1733,373121601,8,Rafael's Love-Child (Harlequin Presents #2160)
1733,515118230,8,Home Song
1733,451205189,9,Murder Can Cool Off Your Affair: A Desiree Shapiro Mystery (Desiree Shapiro Mysteries (Paperback))
1733,373835426,7,Witchcraft
1733,517077744,8,Sandra Brown: Three Complete Novels
1733,446357405,7,The Other Side of Midnight
1733,373121709,5,"All Night Long (Harlequin Presents, 2170)"
1733,373168438,9,"Who Gets to Marry Max? (Harlequin American Romance, No. 843)"
1733,373707959,8,"Want Ad (Superromance , No 795)"
1733,373079621,3,"The Admiral's Bride (Silhouette Intimate Moments, 962)"
1733,515130419,8,The Night the Stars Fell
1733,37370822,7,"Maine Man  (By The Year 2000: Marriage) (Harlequin Superromance, 822)"
1733,373169299,5,"At the Rancher's Bidding (Harlequin American Romance, No 929)"
1733,373708319,6,"Man I Used To Know  (Love That Man) (Harlequin Superromance, 831)"
1733,843948078,8,A Man of Steel
1733,373871864,4,Out Of The Shadows (Love Inspired (Numbered))
1733,440225868,8,Priceless
1733,446346438,2,Cactus Flower
1733,51513287,9,Face the Fire (Three Sisters Island Trilogy)
1745,380804670,8,The Silent Service: Los Angeles Class
1759,67164257,8,GARDEN OF SHADOWS (Dollanger Saga (Paperback))
1762,8807810360,6,Una Donna
1768,440226430,10,Summer Sisters
1773,804106304,9,The Joy Luck Club
1775,140348107,8,My Side of the Mountain
1782,884092119,9,A Different Voice
1790,803263724,8,My Antonia (Willa Cather Scholarly Edition Series)
1790,553135457,6,Sophies Choice
1790,44022165,5,The Rainmaker
1790,60506679,4,Every Secret Thing : A Novel
1790,44022165,5,The Rainmaker
1790,375701427,8,American Pastoral
1790,671793489,8,All Around the Town
1791,380000830,8,The Guns of Avalon (Chronicles of Amber)
1791,812504364,7,A Connecticut Yankee in King Arthur's Court
1791,380014300,8,Nine Princes In Amber
1792,895773570,7,Flower Arranging (Rd Home Handbooks)
1792,155874262,8,Chicken Soup for the Soul (Chicken Soup for the Soul)
1797,2743606789,8,Du bon usage de la lenteur
1799,8806160427,9,L'Ultimo Natale Di Guerra: A Cura Di Marco Belpoliti
1802,553255142,7,Man from the Broken Hills
1803,385504209,9,The Da Vinci Code
1805,9500703203,7,El Amor En Los Tiempos Del Colera / Love in the Times of Cholera
1805,345406516,6,The Aguero Sisters (Ballantine Reader's Circle)
1805,312281250,7,The Ghost of Hannah Mendes
1805,60936363,7,Portrait in Sepia : A Novel
1805,843760494,8,Cien AÃ±os de Soledad
1805,312195516,9,The Red Tent (Bestselling Backlist)
1805,38082101,7,Daughter of Fortune: A Novel
1805,385490461,8,Seraglio
1807,3453099613,3,Schatten Ã?Â¼ber den Weiden.
1812,375727566,8,Yeats Is Dead! (Vintage Crime/Black Lizard)
