User-ID,Location,Age
3969,"mainz, rheinland-pfalz, germany",38.0
3970,"ajax, ontario, canada",24.0
3972,"almuñecar, alabama, spain",45.0
3973,"barcelona, cataluña, spain",24.0
3974,"dusseldorf, nordrhein-westfalen, germany",38.0
3975,"c.m.c.h., new jersey, usa",29.0
3976,"alabaster, alabama, usa",55.0
3977,"columbiana, alabama, usa",63.0
3978,"florence, alabama, usa",70.0
3982,"barcelona, barcelona, spain",19.0
3984,"sydney, new south wales, australia",19.0
3986,"évora, alentejo, portugal",36.0
3987,"wiesbaden, hessen, germany",17.0
3989,"glasgow, n/a, united kingdom",36.0
3990,"wiesbaden, hessen, germany",40.0
3991,"monroe, new york, usa",30.0
3993,"titusville, florida, usa",39.0
3996,"torino di sangro, abruzzo, italy",23.0
3999,"new braunfels, texas, usa",71.0
4000,"santiago de la ribera, murcia, spain",28.0
4005,"los palacios, sevilla, spain",31.0
4007,"büttelborn, hessen, germany",40.0
4008,"lisboa, lisboa, portugal",25.0
4009,"bandar seri begawan, n/a, brunei",27.0
4010,"augusta, georgia, usa",32.0
4011,"verviers, liège, belgium",42.0
4012,"bruxelles, n/a, belgium",39.0
4013,"parmain, ile-de-france, france",53.0
4014,"philadelphia, pennsylvania, usa",29.0
4015,"bedford, nova scotia, canada",16.0
4016,"port allen, louisiana, usa",17.0
4017,"new orleans, louisiana, usa",48.0
4019,"mtl, quebec, canada",30.0
4020,"congleton, england, united kingdom",13.0
4021,"saint-mande, n/a, france",42.0
4022,"roseville, california, usa",33.0
4023,"winnipeg, manitoba, canada",21.0
4025,"burwood, new south wales, australia",16.0
4027,"klagenfurt, kärnten, austria",18.0
4028,"athens, n/a, greece",26.0
4029,"tours, indre et loire, france",26.0
4030,"oslo, oslo, norway",32.0
4031,"dhaka, dhaka, bangladesh",24.0
4032,"rotterdam, zuid holland, netherlands",26.0
4033,"jerago con orago, lombardia, italy",23.0
4034,"atascadero, california, usa",24.0
4035,"alameda, california, usa",60.0
4037,"valencia, comunidad valenciana, spain",48.0
4039,"fredericton, new brunswick, canada",22.0
4041,"alamogordo, new mexico, usa",45.0
4042,"san marcos, texas, usa",0.0
4043,"buenos aires, ¨n/a¨, argentina",26.0
4044,"eagle mountain, utah, usa",33.0
4046,"harvest, alabama, usa",42.0
4049,"poringland, england, united kingdom",65.0
4051,"bath, england, united kingdom",37.0
4052,"oadby, leicestershire,",64.0
4054,"madrid, madrid, spain",18.0
4055,"guelph, ontario, canada",52.0
4058,"london, england, united kingdom",47.0
4060,"aberdeen, scotland, united kingdom",15.0
4061,"belfast, northern ireland, united kingdom",33.0
4062,"shrewsbury, shropshire, united kingdom",41.0
4063,"lanchou, lanchou, china",29.0
4066,"birmingham, alabama, usa",31.0
4071,"plymouth, devon, united kingdom",30.0
4073,"lakewood, ohio, usa",44.0
4074,"fortaleza, ceará, brazil",23.0
4075,"lacres, nord-pas de calis, france",50.0
4076,"barcelona, barcelona, spain",27.0
4078,"fort collins, colorado, usa",46.0
4082,"sarnia, ontario, canada",21.0
4083,"melbourne, victoria, australia",23.0
4087,"stockport, cheshire, united kingdom",31.0
4091,"estill springs, tennessee, usa",77.0
4092,"hixson, tennessee, usa",27.0
4093,"edmonton, alberta, canada",24.0
4094,"london, england, united kingdom",55.0
4095,"minneapolis, minnesota, usa",56.0
4096,"newmarket, ontario, canada",38.0
4097,"coslada, madrid, spain",24.0
4098,"mei foo, kowloon, hong kong",30.0
4099,"winchester, hampshire, united kingdom",29.0
4100,"adelaide, south australia, australia",26.0
4103,"barcelona, barcelona, spain",27.0
4105,"king, north carolina, usa",41.0
4106,"st. johnsbury, vermont, usa",52.0
4107,"kelowna, british columbia, canada",19.0
4109,"bow, new hampshire, usa",57.0
4111,"east grinstead, england, united kingdom",62.0
4113,"juarez, bremen, mexico",24.0
4116,"fairfax, virginia, usa",15.0
4117,"kirchhundem, nordreihn-westfalen, germany",15.0
4118,"mesa, arizona, usa",20.0
4119,"kennewick, washington, usa",13.0
4121,"boulder, colorado, usa",33.0
4122,"portland, oregon, usa",24.0
4124,"ottawa, ontario, canada",19.0
4125,"schwechat, niederoesterreich, austria",56.0
4127,"dunedin, otago, new zealand",33.0
4128,"chihuahua, chihuahua, mexico",23.0
4129,"são paulo, são paulo, brazil",26.0
4131,"hemel hempstead, england, united kingdom",51.0
4132,"wichita, kansas, usa",38.0
4134,"stockach, baden-wuerttemberg, germany",42.0
4135,"brasilia, british columbia, brazil",31.0
4138,"austin, texas, usa",20.0
4139,"broadstone, dorset, united kingdom",59.0
4142,"dublin, dublin, ireland",25.0
4144,"winnipeg, manitoba, canada",31.0
4145,"milan, n/a, italy",29.0
4146,"gijon, asturias, spain",24.0
4147,"warren, ohio, usa",38.0
4148,"wallingford, kentucky, usa",20.0
4151,"santa eulalia del río, illes balears, spain",27.0
4152,"granada, granada, spain",23.0
4153,"granada, españa, spain",23.0
4155,"arezzo, ar, italy",28.0
4156,"santo domingo, distrito nacional, dominican republic",21.0
4157,"birmingham, alabama, usa",39.0
4158,"alàs, alt urgell, spain",40.0
4161,"hurstville, new south wales, australia",25.0
4162,"madrid, madrid, spain",27.0
4165,"kasilof, alaska, usa",53.0
4167,"palmer, alaska, usa",49.0
4169,"fairbanks, alaska, usa",57.0
4172,"windermere, florida,",26.0
4174,"north pole, alaska, usa",48.0
4175,"juneau, alaska, usa",59.0
4177,"anchorage, alaska, usa",45.0
4178,"homer, alaska, usa",34.0
4179,"fairbanks, alaska, usa",18.0
4181,"anchorage, alaska, usa",44.0
4182,"homer, alaska, usa",57.0
4183,"anchorage, alaska, usa",57.0
4184,"sterling, alaska, usa",15.0
4185,"graham, washington, usa",63.0
4187,"wasilla, alaska, usa",35.0
4188,"north pole, alaska, usa",34.0
4191,"juneau, alaska, usa",26.0
4192,"anchorage, alaska, usa",44.0
4197,"anchorage, alaska, usa",61.0
4198,"new port richey, florida, usa",14.0
4200,"st. johns, arizona, usa",26.0
4201,"hamilton, new jersey, usa",17.0
4202,"springfield, massachusetts, usa",44.0
4206,"tres cantos, madrid, spain",17.0
4207,"requena, valencia, spain",19.0
4209,"adelaide, south australia, australia",58.0
4210,"murcia, murcia, spain",20.0
4211,"capital federal, ciudad autonoma de buenos aires, argentina",20.0
4212,"milano, lombardia, italy",43.0
4213,"figueres, n/a, spain",61.0
4214,"roses, girona, spain",23.0
4217,"chantilly, virginia, usa",14.0
4218,"kenmore, washington, usa",28.0
4219,"ingenio, las palmas de gc, spain",30.0
4220,"suipacha, buenos aires, argentina",41.0
4222,"paintsville, kentucky, usa",22.0
4223,"oldenburg, niedersachsen, germany",28.0
4225,"ottawa, ontario, canada",33.0
4227,"athens, attiki, greece",34.0
4228,"austin, texas, usa",41.0
4229,"port coquitlam, british columbia, canada",22.0
4231,"ankara, n/a, turkey",38.0
4233,"kurtzenhouse, bas-rhin, france",19.0
4236,"melbourne, victoria, australia",36.0
4237,"new braunfels, texas, usa",23.0
4240,"palencia, sachsen, spain",48.0
4241,"madrid, madrid, spain",20.0
4242,"barcelona, catalunya, spain",18.0
4243,"wheelers hill, victoria, australia",52.0
4248,"montreal, quebec, canada",28.0
4250,"blimea, asturies, spain",22.0
4251,"barcelona, catalunya, spain",28.0
4252,"barcelona, catalunya, spain",26.0
4253,"dortmund, nordrhein-westfalen, germany",36.0
4254,"panama, panama, panama",54.0
4255,"genève, genève, switzerland",103.0
4256,"strasbourg, alsace, france",27.0
4257,"austin, texas, usa",45.0
4260,"lyon, n/a, france",31.0
4261,"barcelona, catalunya, spain",34.0
4262,"huesca, españa, spain",36.0
4263,"sharbot lake, ontario, canada",71.0
4265,"lakeville, connecticut, usa",45.0
4266,"los angeles, california, usa",38.0
4268,"florence, italy, italy",49.0
4269,"lyon, rhone alpes, france",15.0
4272,"kocaeli, turkey, turkey",18.0
4274,"miranda, nsw, australia",41.0
4275,"valencia, valencia, spain",15.0
4276,"roma, lazio, italy",43.0
4278,"copenhagen, n/a, denmark",40.0
4279,"scholar green, cheshire, united kingdom",50.0
4281,"san pedro, california, usa",32.0
4282,"alicante, washington, spain",23.0
4283,"riverside, california, usa",69.0
4284,"doncaster, yorks, united kingdom",37.0
4285,"adrian, michigan, usa",50.0
4286,"pittsboro, north carolina, usa",51.0
4288,"siena, toscana, italy",20.0
4291,"amsterdam, noord-holland, netherlands",38.0
4293,"valladolid, valladolid, spain",25.0
4296,"méxico, méxico, mexico",21.0
4297,"méxico, méxico, mexico",21.0
4299,"roma, lazio, italy",37.0
4300,"lauingen, bayern, germany",60.0
4305,"freiburg, baden-wuerttemberg, germany",33.0
4306,"richmond, british columbia, canada",48.0
4307,"peculiar, missouri, usa",70.0
4309,"santa monica, california, usa",34.0
4310,"oakland, california, usa",58.0
4312,"terrassa, catalunya, spain",25.0
4313,"barcelona, barcelona, spain",29.0
4314,"barcelona, barcelona, spain",29.0
4316,"santiago de compostela, galícia, spain",17.0
4317,"slfjk, alberta, brazil",27.0
4318,"leiria, leiria, portugal",38.0
4320,"barcelona, catalunya, spain",26.0
4323,"ribeira, maryland, spain",35.0
4324,"elda, alicante, spain",25.0
4327,"atlanta, georgia, usa",47.0
4328,"milan, lombardia, italy",24.0
4329,"monterrey, nuevo león, monterrey",27.0
4330,"crema, lombardia, italy",24.0
4331,"barcelona, barcelona, spain",27.0
4333,"fuengirola, málaga, spain",17.0
4334,"rome, lazio, italy",38.0
4336,"rome, lazio, italy",27.0
4337,"cordoba, cordoba, argentina",44.0
4339,"lleida, catalunya, spain",33.0
4341,"valencia, \n/a\"", spain""",49.0
4342,"oaxaca, oaxaca, mexico",43.0
4343,"matsudo, chiba, japan",38.0
4345,"casalecchio di reno, emilia romagna, italy",1.0
4346,"yokohama, kanagawa-ken, japan",74.0
4347,"nemoville, n/a, usa",93.0
4348,"singen, baden-wuerttemberg, germany",40.0
4349,"dornach, solothurn, switzerland",39.0
4350,"middelburg, zeeland, netherlands",41.0
4351,"bath, pennsylvania, usa",73.0
4352,"barcelona, barcelona, spain",26.0
4353,"st. esteve sesrovires, barcelona, spain",20.0
4355,"nueva gerona, isla de la juventud, cuba",32.0
4359,"gold coast, queensland, australia",65.0
4360,"genoa, liguria, italy",37.0
4361,"spokane, washington, usa",55.0
4363,"la laguna, canarias, spain",22.0
4365,"victoria, british columbia, canada",19.0
4367,"la zubia, granada, spain",55.0
4369,"georgetown, texas, usa",74.0
4370,"kingston, ontario, canada",46.0
4371,"gorgonzola, lombardia, italy",47.0
4373,"newcastle, new south wales, australia",47.0
4374,"old bridge, new jersey, usa",55.0
4375,"rockville, connecticut, usa",32.0
4377,"ankara, texas, turkey",52.0
4378,"hamburg, hamburg, germany",24.0
4379,"bilbao, vizcaya, spain",38.0
4380,"torino, piemonte, italy",26.0
4381,"manama, yukon territory, bahrain",25.0
4383,"locarno, ticino, switzerland",29.0
4385,"albq, new mexico, usa",33.0
4388,"barcelona, n/a, spain",46.0
4390,"st. louis, missouri, usa",33.0
4391,"kirkcaldy, fife, united kingdom",31.0
4392,"dubai, dubai, united arab emirates",46.0
4393,"albufeira, algarve, portugal",31.0
4395,"glasgow, scotland, united kingdom",25.0
4396,"annapolis, maryland, usa",20.0
4399,"vigo, pontevedra, spain",32.0
4401,"boston, massachusetts, usa",28.0
4406,"zaragoza, aragon, spain",29.0
4408,"belgrade, serbia, yugoslavia",25.0
4409,"huesca, españa, spain",45.0
4410,"leipzig, sachsen, germany",25.0
4411,"buffalo, new york, usa",45.0
4412,"acqui terme, piemonte, italy",21.0
4414,"heredia, heredia, costa rica",43.0
4415,"las palmas de gran canaria, islas canarias, spain",46.0
4416,"alicante, sicilia, spain",16.0
4417,"bcn, n/a, spain",37.0
4419,"garland, texas, usa",29.0
4420,"balgach, st.gallen, switzerland",24.0
4422,"dortmund, nordrhein-westfalen, germany",33.0
4423,"paris, ile-de-france, france",26.0
4424,"milano, lombardia, italy",28.0
4427,"barcelona, n/a, spain",27.0
4428,"cartagena, murcia, spain",31.0
4432,"oxford, oxon, united kingdom",64.0
4433,"ploiesti, prahova, romania",17.0
4434,"rockingham, north carolina, usa",52.0
4435,"roma, lazio, italy",30.0
4436,"neath, wales, united kingdom",43.0
4438,"chico, california, usa",42.0
4439,"ulm, ,",33.0
4440,"saint-cloud, ile de france, france",53.0
4442,"guthrie, kentucky, usa",26.0
4443,"berkeley, california, usa",59.0
4444,"washington, dc, usa",29.0
4447,"coventry, rhode island, usa",19.0
4450,"amadora, lisboa, portugal",22.0
4451,"london, n/a, united kingdom",55.0
4453,"loulé, algarve, portugal",31.0
4454,"badajoz, n/a, spain",42.0
4456,"valencia, valencia, spain",20.0
4459,"mishawaka, indiana, usa",25.0
4460,"entroncamento, n/a, portugal",38.0
4461,"milano, lombardia, italy",41.0
4464,"wolverhampton, england, united kingdom",49.0
4466,"naples, florida, usa",21.0
4467,"villa elisa, buenos aires, argentina",32.0
4469,"guadalajara,, jalisco, mexico, mexico",36.0
4470,"bilbao, veneto, spain",30.0
4472,"málaga, andalucía, spain",24.0
4473,"shippensburg, pennsylvania, usa",18.0
4476,"adelaide, south australia, australia",50.0
4477,"tunbridge wells, england, united kingdom",42.0
4479,"viareggio, toscana, italy",59.0
4480,"rio de janeiro, rio de janeiro, brazil",22.0
4481,"madrid, n/a, spain",32.0
4484,"san francisco, california, usa",18.0
4485,"parksville, british columbia, canada",57.0
4486,"kentville, nova scotia, canada",41.0
4488,"kent, ohio, usa",23.0
4489,"albuquerque, new mexico, usa",14.0
4490,"aldergrove, british columbia, canada",62.0
4491,"sleaford, england, united kingdom",43.0
4492,"duisburg, nordrhein-westfalen, germany",21.0
4493,"medan, sumut, indonesia",16.0
4494,"strasbourg, alsace, france",16.0
4495,"london, england, united kingdom",59.0
4496,"cordoba, cordoba, argentina",26.0
4497,"vienna, n/a, austria",25.0
4498,"manchester, lancashire, united kingdom",57.0
4499,"graz, steiermark, austria",32.0
4500,"gallarate, lombardia, italy",36.0
4506,"soria, soria, spain",29.0
4508,"istanbul, n/a, turkey",64.0
4509,"hamburg, hamburg, germany",30.0
4511,"lisbon, n/a, portugal",61.0
4512,"nice, paca, france",22.0
4514,"vila nova de famalicão, braga, portugal",23.0
4516,"greenville, south carolina, usa",66.0
4518,"milano, lombardia, italy",30.0
4519,"merewether, new south wales, australia",21.0
4520,"lecco, lombardia, italy",28.0
4522,"baltimore, maryland, usa",16.0
4524,"la spezia, liguria, italy",26.0
4525,"rosario, santa fe, argentina",31.0
4527,"rome, ,",35.0
4531,"columbus, ohio, usa",43.0
4533,"geneva, n/a, switzerland",25.0
4535,"savona, liguria, italy",28.0
4537,"firenze, toscana, italy",34.0
4538,"paris, n/a, france",47.0
4539,"box hill, victoria, australia",44.0
4541,"atlanta, georgia, usa",32.0
4543,"badajoz, badajoz, spain",24.0
4545,"ravenna, emilia romagna, italy",39.0
4546,"capital federal, capital federal, argentina",43.0
4547,"cento, ferrara, italy",24.0
4549,"wanganui, n/a, new zealand",40.0
4550,"genova, liguria, italy",34.0
4552,"buenos aires, buenos aires, argentina",33.0
4553,"arezzo, toscana, italy",20.0
4554,"gibsonia, pennsylvania, usa",14.0
4555,"barcelona, arizona, spain",29.0
4557,"haifa, n/a, israel",28.0
4559,"avezzano, abruzzo, italy",25.0
4560,"marsfield, new south wales, australia",28.0
4562,"gloucester, england, united kingdom",27.0
4563,"stockholm, alaska, sweden",20.0
4564,"barcelona, cataluña, spain",39.0
4565,"barcelona, catalunya, spain",40.0
4566,"roman, neamt, romania",19.0
4567,"west hills, california, usa",65.0
4569,"punta gorda, florida, usa",64.0
4570,"santa monica, california, usa",40.0
4571,"melbourne, victoria, australia",23.0
4572,"barcelona, barcelona, spain",20.0
4573,"santa cruz, california, usa",32.0
4575,"fellbach, baden-wuerttemberg, germany",44.0
4576,"lewisville, texas, usa",25.0
4577,"rio linda, california, usa",34.0
4578,"boston, massachusetts, usa",26.0
4581,"sevilla, bayern, spain",23.0
4583,"lahore, n/a, pakistan",19.0
4585,"lyon, rhône, france",31.0
4586,"montevideo, montevideo, urugua",36.0
4587,"ourense, ourense, spain",30.0
4588,"buenos aires, n/a, argentina",27.0
4589,"ferrol, a coruña, spain",24.0
4590,"madrid, madrid, spain",21.0
4591,"salzburg, salzburg, austria",21.0
4593,"bad dürkheim, rheinland-pfalz, germany",45.0
4595,"lisboa, n/a, portugal",40.0
4597,"brisbane, queensland, australia",21.0
4600,"little rock, arkansas, usa",32.0
4603,"germersheim, rheinland-pfalz, germany",29.0
4604,"mönchengladbach, nordrhein-westfalen, germany",36.0
4605,"barcelona, catalonia, spain",44.0
4606,"capital federal, capital federal, argentina",43.0
4610,"tucumán, tucumán, argentina",35.0
4611,"sevilla, sevilla, spain",22.0
4612,"distrito federal, distrito federal, mexico",33.0
4613,"zaragoza, n/a, spain",30.0
4614,"a coruña, a coruñagalicia, spain",35.0
4615,"caguas,pr, puerto rico, usa",49.0
4616,"san sebastian, gipuzkoa, spain",34.0
4617,"méxico, df, mexico",22.0
4618,"arlington, virginia, usa",20.0
4619,"huetor vega, granada, españa",15.0
4620,"castelar, n/a, argentina",50.0
4621,"lima, n/a, peru",28.0
4622,"norfolk, virginia, usa",18.0
4623,"sevilla, sevilla, spain",23.0
4625,"bahia blanca, buenos aires, argentina",29.0
4627,"seveso, lombardia, italy",19.0
4628,"cintruenigo, navarra, spain",25.0
4629,"barcelona, catalunya, spain",24.0
4630,"sopot, pomorskie, poland",28.0
4631,"terre haute, indiana, usa",33.0
4632,"seveso, lombardia, italy",18.0
4633,"la plata, buenos aires, argentina",27.0
4635,"san jose, la uruca,, costa rica",32.0
4638,"novi sad, serbia, voivodina, yugoslavia",37.0
4641,"olsztyn, varmia, poland",20.0
4642,"lodz, alaska, poland",21.0
4643,"oxnard, california, usa",30.0
4644,"jagodina, n/a, yugoslavia",23.0
4645,"london, england, canada",42.0
4646,"madrid, madrid, spain",25.0
4647,"goettingen, niedersachsen, germany",29.0
4648,"duesseldorf, nordrhein-westfalen, germany",39.0
4649,"bottrop, nordrhein-westfalen, germany",25.0
4650,"sao paulo, sao paulo, brazil",32.0
4651,"brasilia, distrito federal, brazil",48.0
4652,"lugano, ticino, switzerland",45.0
4653,"santiago, region metropolitana, chile",29.0
4654,"messaga, ontario, canada",18.0
4655,"roma, roma, italy",30.0
4659,"córdoba, córdoba, argentina",34.0
4661,"trujillo alto, puerto rico, usa",51.0
4664,"milano, lombardia, italy",28.0
4665,"framingham, massachusetts, usa",23.0
4666,"curitiba, paraná, brazil",30.0
4667,"münchen, bayern, germany",31.0
4670,"santiago, metropolitana, chile",26.0
4672,"cecilia, kentucky, usa",37.0
4674,"oshawa, ontario, canada",42.0
4675,"almeria, andalucia, spain",40.0
4676,"vienna, n/a, austria",33.0
4678,"ny, new york, usa",76.0
4679,"la línea, cádiz, spain",26.0
4682,"ickleton, england, united kingdom",44.0
4684,"lisboa, n/a, portugal",27.0
4685,"bogota, bogota, colombia",43.0
4688,"colorado springs, colorado, usa",22.0
4689,"roma, il lazio, l`italia",24.0
4692,"bolzano, trentino alto adige, italy",37.0
4694,"buenos aires, buenos aires, argentina",48.0
4695,"newburgh, indiana, usa",21.0
4696,"paradise, california, usa",19.0
4697,"crispiano, puglia, italy",25.0
4699,"roma, lazio, italy",21.0
4700,"milano, lombardia, italy",25.0
4708,"valencia, comunidad valenciana, spain",25.0
4710,"coazze, piemonte, italy",43.0
4711,"würzburg, bayern, germany",28.0
4713,"paris, ile de france (paris), france",33.0
4714,"mentor, ohio, usa",22.0
4715,"villaalemana, valparaiso, chile",20.0
4719,"torino, piemonte, italy",31.0
4720,"paris, ile de france, france",30.0
4722,"portland, oregon, usa",46.0
4725,"cassolnovo, lombardia, italy",31.0
4726,"goiânia, goiás, brazil",24.0
4730,"milano, lombardia, italy",29.0
4731,"turin, , italy",46.0
4735,"zug, n/a, switzerland",17.0
4737,"roma, lazio, italy",31.0
4738,"roma, lazio, italy",24.0
4740,"roma, lazio, italy",25.0
4742,"gijon, asturias, spain",30.0
4744,"prato, toscana, italy",30.0
4745,"barcelona, barcelona, spain",37.0
4746,"montreal, quebec, canada",30.0
4748,"oviedo, asturias, spain",27.0
4749,"belfast, northern ireland, united kingdom",24.0
4750,"calgary, alberta, canada",24.0
4755,"barcelona, barcelona, spain",29.0
4757,"webster, new york, usa",52.0
4758,"anchorage, alaska, usa",54.0
4763,"nigrán, pontevedra, spain",22.0
4768,"belfast, northern ireland, united kingdom",44.0
4769,"ny, new york, usa",35.0
4770,"canberra, australian capital territory, australia",19.0
4771,"hillingdon, middlesex, united kingdom",19.0
4772,"berlin, berlin, germany",42.0
4773,"zeist, n/a, netherlands",54.0
4774,"guildford, england, united kingdom",18.0
4776,"yagoona, new south wales, australia",13.0
4777,"derby, england, united kingdom",23.0
4778,"lausanne, vaud, switzerland",30.0
4781,"manchester, new hampshire, usa",47.0
4782,"bacau, n/a, romania",18.0
4783,"keilor park, victoria, australia",104.0
4784,"arvada, colorado, usa",21.0
4785,"litchfield, connecticut, usa",30.0
4788,"madrid, n/a, spain",35.0
4790,"newport, wales, united kingdom",32.0
4792,"moscow, n/a, russia",18.0
4793,"merthyr tydfil, mid glam, united kingdom",42.0
4794,"albuquerque, new mexico, usa",14.0
4795,"rochester, new york, usa",18.0
4797,"bristol, connecticut, usa",19.0
4800,"setúbal, n/a, portugal",21.0
4802,"london, england, united kingdom",28.0
4803,"nashville, tennessee, usa",23.0
4804,"christchurch, canterbury, new zealand",13.0
4805,"winnipeg, manitoba, canada",35.0
4806,"north bergen, new jersey, usa",29.0
4810,"stockholm, n/a, sweden",32.0
4811,"montreal, quebec, canada",50.0
4812,"torino, piemonte, italy",44.0
4817,"birmingham, alabama, usa",21.0
4818,"lisboa, lisboa, portugal",35.0
4821,"lagrangeville, new york, usa",44.0
4823,"van nuys, california, usa",37.0
4824,"são paulo, são paulo, brazil",27.0
4825,"albufeira, faro/algarve, portugal",28.0
4826,"ampsin, liège, belgium",27.0
4827,"christchurch, canterbury, new zealand",40.0
4828,"llodio, alava, spain",22.0
4831,"stuttgart, baden-wuerttemberg, germany",29.0
4835,"urbana, illinois, usa",24.0
4836,"leongatha, victoria, australia",44.0
4837,"bicorp, n/a, spain",15.0
4840,"washington, tyne and wear, england, united kingdom",24.0
4841,"lisbon, lisboa, portugal",28.0
4842,"wasaga beach, ontario, canada",17.0
4849,"bonn, nordrhein-westfalen, germany",22.0
4852,"santa cruz, california, usa",56.0
4853,"porto, n/a, portugal",24.0
4855,"cairns, queensland, australia",59.0
4858,"missoula, montana, usa",45.0
4860,"pau, pyrénées atlantiques, france",27.0
4861,"santo domingo, dc, dominica",48.0
4862,"belo horizonte, minas gerais, brazil",28.0
4863,"ribeirão preto, alaska, brazil",23.0
4864,"atascadero, california, usa",30.0
4865,"porto, porto, portugal",33.0
4869,"mtl, quebec, canada",29.0
4870,"seattle, washington, usa",39.0
4871,"brussels, n/a, belgium",24.0
4874,"alcala de henares, madrid, spain",31.0
4875,"trondheim, sør-trøndelag, norway",23.0
4876,"macamic, quebec, canada",11.0
4879,"ottawa, ontario, canada",40.0
4880,"maintal, hessen, germany",34.0
4882,"southampton, england, united kingdom",26.0
4883,"parma, emilia romagna, italy",20.0
4885,"valència, valència, spain",20.0
4886,"getxo, vizcaya, spain",41.0
4888,"geneva, geneva, switzerland",49.0
4890,"atascadero, california, usa",13.0
4891,"hahnstätten, rheinland-pfalz, germany",24.0
4894,"sacramento, california, usa",15.0
4896,"ploiesti, prahova, romania",18.0
4897,"moscow, moscow, russia",21.0
4899,"curitiba, parana, brazil",30.0
4900,"washington, dc,",26.0
4901,"greeley, colorado, usa",24.0
4902,"manila, wisconsin, philippines",27.0
4905,"jesi, marche, italy",30.0
4906,"gretna, louisiana, usa",35.0
4907,"adelaide, south australia, australia",40.0
4908,"singapore, singapore, singapore",35.0
4909,"london, england, united kingdom",31.0
4910,"estepona, málaga, spain",36.0
4913,"dallas, texas, usa",39.0
4915,"brasilia, distrito federal, brazil",26.0
4917,"shanghai, shanghai, china",25.0
4919,"albuquerque, new mexico, usa",13.0
4923,"são paulo, são paulo, brazil",29.0
4925,"moodiesburn, scotland, united kingdom",30.0
4926,"london, england, united kingdom",45.0
4930,"toronto, ontario, canada",30.0
4933,"moeville, minnesota, usa",33.0
4935,"madrid, madrid, spain",36.0
4936,"alexandria, virginia, usa",37.0
4938,"charleston, south carolina, usa",30.0
4940,"bucuresti, romania, romania",29.0
4943,"wien, n/a, austria",21.0
4945,"madrid, madrid, spain",31.0
4947,"lisboa, n/a, portugal",32.0
4948,"geneva, n/a, switzerland",42.0
4950,"valencia, valencia, spain",26.0
4951,"lacey, washington, usa",47.0
4952,"bradenton, florida, usa",38.0
4953,"girona, girona, spain",38.0
4955,"tyabb, victoria, australia",68.0
4959,"concepción, n/a, chile",32.0
4960,"belo horizonte, minas gerais, bulgaria",61.0
4961,"irving, texas, usa",43.0
4963,"masson angers, quebec, canada",29.0
4964,"san diego, california, usa",36.0
4966,"monte grande, buenos aires, argentina",35.0
4968,"concepción, n/a, chile",32.0
4969,", ,",30.0
4970,"olympia, washington, usa",18.0
4972,"tuilla de langreo, asturias, spain",26.0
4973,"toronto, ontario, canada",29.0
4980,"arvada, colorado, usa",21.0
4981,"reading, pennsylvania, usa",51.0
4986,"kowloon, n/a, hong kong",36.0
4987,"london, england, united kingdom",22.0
4988,"valencia, comunidad valenciana, spain",45.0
4989,"baotou, nei meng gu, china",20.0
4991,"wetzikon, zurich, switzerland",32.0
4992,"baltimore, maryland, usa",23.0
4993,"oliana, lleida, spain",30.0
4994,"largo, florida, usa",16.0
4995,"chicago, illinois, usa",33.0
4997,"ludwigshafen, rheinland-pfalz, germany",24.0
4998,"melbourne, florida, usa",18.0
4999,"aurora, colorado, usa",54.0
5004,"valència, país valencià, spain",23.0
5005,"olesa de montserrat, barcelona, spain",17.0
5006,"dayton, washington, usa",20.0
5007,"tonbridge, england, united kingdom",14.0
5009,"monticello, iowa, usa",21.0
5010,"atlanta, georgia, usa",43.0
5012,"san francisco, california, usa",21.0
5014,"brisbane, queensland, australia",25.0
5015,"berlin, berlin, germany",30.0
5017,"sydney, new south wales, australia",22.0
5018,"paris, ile de france, france",28.0
5019,"roma, lazio, italy",27.0
5020,"tucker, georgia, usa",60.0
5023,"lisbon, lisbon, portugal",33.0
5024,"palma mallorca, islas balears, spain",27.0
5027,"south auckland, n/a, new zealand",31.0
5028,"brisbane, queensland, australia",18.0
5029,"san antonio, tx, usa",26.0
5031,"urbana, illinois, usa",20.0
5032,"québec, quebec, canada",18.0
5033,"porto alegre, rio grande do sul, brazil",32.0
5034,"carlisle, pennsylvania, usa",21.0
5035,"schertz, texas, usa",42.0
5036,"rosario, n/a, argentina",47.0
5037,"dodge center, minnesota, usa",26.0
5039,"mankato, minnesota, usa",17.0
5041,"saint petersburg, n/a, russia",38.0
5044,"jefferson city, missouri, usa",41.0
5046,"altadena, california, usa",46.0
5047,"marietta, georgia, usa",15.0
5049,"inver grove heights, minnesota, usa",32.0
5050,"cumming, georgia, usa",24.0
5051,"bandung, west java, indonesia",22.0
5052,"moscow, n/a, russia",37.0
5053,"cluj napoca, cluj, romania",15.0
5055,"brunswick, maine, usa",15.0
5056,"mexico, d.f., mexico",37.0
5057,"garriguella, girona, spain",16.0
5058,"elk grove, california, usa",31.0
5059,"bilbao, vizcaya, spain",26.0
5060,"barcelona, barcelona, spain",29.0
5061,"vigo, galicia, spain",26.0
5062,"san francisco, california, usa",22.0
5063,"monroe, connecticut, usa",38.0
5065,"kuala lumpur, federal territory, malaysia",38.0
5066,"miami, florida, usa",37.0
5068,"santiago, metropolitana, chile",30.0
5069,"los angeles, california, usa",23.0
5072,"melaka, melaka, malaysia",43.0
